,0
gov_id,0.5775729879053028
42367,0.9132482365653715
42368,0.7976772822083015
42385,0.9411597346354115
42386,0.6371204463742705
42403,0.9905939667770688
42421,0.9158755432406095
42422,0.5975294545050359
42439,0.9283712635078972
42440,0.6736597814200458
42457,1.2709940212282258
42475,1.071046123407894
42493,1.0857592239393024
42635,0.8788918957262883
56099,0.7128817272598154
56100,0.3138633481142946
57147,0.991341888743875
57148,0.7697858925432667
57149,0.7757410334244073
57151,1.0054964376480426
57154,1.0656185805340563
57158,0.6669326192243159
57160,0.7898660399595272
57162,0.6990734397717269
57166,1.0085253229043343
57169,0.8695875456286988
57171,0.9892005859447324
57173,1.0191243549282092
57176,0.9570259483759164
57178,0.7396750816244064
57180,1.0326945591918792
57182,1.0074570754847372
57188,1.0691624033678653
57194,0.9070994781025257
57196,0.8374390156575231
57199,0.7501865770990696
57201,0.7535999601322105
57205,1.390766053540432
57207,0.7611485170806143
57214,1.078927992500714
57219,0.20729220047402477
57220,0.15257299685244285
57221,0.15418264623161307
57222,0.20124123821858955
57223,0.3220191812536786
57224,0.40272415133234446
57225,0.21691555357778597
57226,0.21979144952029855
57227,0.2789571346886115
57228,0.3721640304267443
57230,0.7544097411099667
57231,0.7955412346027374
57232,0.8914566570348759
57233,0.9880930345544876
57234,0.7644806755802421
57237,1.1146398424557107
57239,1.2410928403885333
57241,0.6320571461584527
57242,0.5610506335039436
57243,0.6874317363492901
57245,0.8500370095526126
57246,0.818191050880511
57247,0.8391766124496701
57248,0.6958862937412038
57249,0.712776050493257
57250,1.1178056387659916
57251,0.6626965485691552
57252,0.768981555774289
57254,0.7732227806754131
57255,0.5962349246215556
57256,1.009298068676781
57257,0.9490529931686081
57258,0.6805777026848931
57259,0.9430145229932849
57260,0.8070187576353546
57261,0.9679527891090207
57262,1.1035700998796385
57263,0.8377058309026605
57264,0.9815304969278024
57265,1.10184242983635
57266,0.7209577347098296
57267,0.8080559162407718
57268,0.9492639869260849
57270,0.6947657231678376
57271,0.7040525786102223
57272,0.710513231172687
57274,0.5011752853899828
57275,0.4653028013609194
57276,0.586793598208501
57277,0.48766389334446086
57279,0.5184039253977479
57280,0.3270213606069671
57283,0.4193185517800898
57288,0.6444232094525163
57289,0.585284857328965
57291,0.554314668191166
57292,0.5174504572515266
57294,0.5656373678160511
57295,0.5612844488865893
57297,0.413806447363187
57298,0.9527663120283996
57299,0.527580439821223
57300,0.713322812918648
57303,0.4488936887655248
57304,0.4477247573052342
57306,0.926926395306141
57307,0.5175472146248865
57308,0.6648281515740327
57310,0.9406189215160558
57311,0.645397362946088
57312,0.532764707343351
57315,0.4673613777672183
57316,0.4574194893837385
57317,0.5544051752544912
57320,0.6797164610824818
57321,0.9872109046507801
57324,0.5712303824051074
57325,0.6118778727528954
57326,0.6168794337477265
57327,0.7300186070358345
57334,1.2444515467262305
57337,0.7549196371497059
57339,0.7182335083866994
57341,0.7172665641035959
57343,0.7065031810524238
57345,0.7158879859735819
57347,0.6798357386421117
57349,0.7034304895211264
57351,0.7658573988609726
57353,0.7600820141084778
57355,0.7764255697521077
57359,0.7293119913528702
57361,0.7197973043544817
57363,0.7591401309490786
57365,0.7637910034350643
57371,1.4095490078745787
57373,0.9478360924492728
57376,1.1047497017009047
57378,0.9906456815175249
57380,0.8938218626962315
57382,1.0888401805309786
57384,0.8551914995577898
57386,0.9549650703816127
57390,0.9693462842963416
57394,1.0733756897265092
57396,1.1201221212291341
57400,0.6364615577189611
57402,0.7200242067966754
57404,0.6996000117761696
57407,0.7827051985232557
57409,0.9184574428469038
57411,0.9023106722700864
57415,0.9062368865026006
57418,0.8706522610978059
57422,0.5486075143344752
57426,0.7335879773140163
57428,0.8711870576664447
57432,0.6074233371477766
57434,0.802791607721544
57440,0.6263186785979089
57444,0.6509087782219476
57446,0.8684727196072195
57452,0.7984607534334731
57454,0.8408033084214743
57460,0.8487544124518653
57462,0.9704941974032629
57466,0.9116915889644691
57468,0.8276547726907364
57470,0.7521618367795472
57476,0.8325182479961284
57478,0.7935297561405292
57480,0.8578941077329042
57486,0.8630207668405739
57487,1.0690721141223067
57493,0.8252006958757784
57495,0.8884966233467542
57497,0.8929669246815654
57499,0.9004197406582837
57521,0.49586001094915266
57523,0.45338871184168855
57576,0.3734041039681366
57578,0.34944337085788413
57579,0.3476534103229172
57582,0.40653220408393576
57604,0.39344875053292233
60717,1.36818487734181
60719,0.825806790005001
60784,1.052046002613942
60786,0.9922554951352275
60805,0.8513465522009832
60811,0.6672819808076144
60836,1.102795060449637
60850,0.95702529526996
60860,0.9311530683951135
60864,1.175123556640536
60877,1.1386991884763575
61580,0.8342411301230024
61581,0.7904416669340047
61582,0.670718405152048
62465,0.9253670076237812
62466,0.8065638991817157
62467,1.1779338654220763
62468,1.0643611965309074
63287,0.8087212040555217
63288,0.9634658694064723
63291,0.8524355206969958
63292,0.3396324697671248
63294,0.6718118985829978
63295,0.4445315094099728
63297,0.8140603048973024
63299,0.8023378029802286
63300,0.3609002922949465
63307,0.8143541428450121
63308,0.33417151561912556
63309,0.416407713055795
63310,0.810907232422674
63312,0.787321917015426
63313,0.39900713406275107
63314,0.6240576940029844
63316,0.8254274298394141
63317,0.39322432589551715
63318,0.8223800939872352
63320,0.3811019909060879
63321,0.7235999867024712
63322,0.7863025763290059
63323,0.8002393827464808
63324,0.8562095970599978
63329,0.38568936405299037
63330,0.5848531105433344
63331,0.6909389105223203
63332,0.36218433223205004
70581,0.8524356967874802
70582,0.5848544029381096
70583,0.8254283419330553
70584,0.9634731785288019
70586,0.802338005091143
70587,0.6909385243144928
70588,0.8055164214358838
70589,0.6240577923518292
70590,0.7863026891744782
70592,0.6718122208065245
70593,0.8143536897912215
70594,0.7235996606161138
70595,0.860630330786193
70596,0.8087295224298866
70597,0.7873230479666152
70598,0.814061301029359
70599,0.8126167526338207
70600,0.8229995327508595
70601,1.0379834615438273
70602,0.6228689371786696
70603,0.39236596124526
70604,1.086701648695207
70606,0.396246718416073
70607,0.3268040467799459
70608,0.5202090047289663
70609,0.34371684828837257
70610,0.37410154812511426
70611,0.5898314579770337
70612,0.7092139341895141
70613,0.28504362082315016
70614,0.4631218587465257
70615,0.609727280976028
70616,0.4626199008587899
70617,0.35747681561190686
70618,0.4962422560495882
70619,0.4734701819403639
70620,0.41395695239554026
70628,0.6323332244458121
70630,0.5286301518478083
70631,0.8978802092494415
110128,0.7567516096944162
110729,0.7293122946570417
110732,0.7197971390227141
110735,0.7594471375961844
110738,1.005503522961677
110741,0.7637908861310027
110753,1.4095594518887438
110756,0.9509989534162977
110762,1.0760771333786618
110765,0.6691982402114822
110768,0.7917525779246765
110771,0.6990726214484002
110777,1.0114014873603687
110780,1.036034116341541
110783,1.1113606930094444
110786,0.8695857242011226
110789,0.9925478318021634
110792,1.0191140067893005
110795,0.9906446909611835
110798,0.9057442541465703
110801,1.1078510053605128
110804,0.8574416471593725
110807,0.9549598576768342
110813,0.9570185133606753
110816,0.7396752585482257
110819,1.047336841801813
110822,1.0074659927190086
110825,0.9709428890145889
110831,1.0766579867821486
110840,1.0737911451300652
110846,1.2618158805916353
110849,0.9100953254617111
110852,0.8464077313833417
110855,1.1342664422419024
