,0
gov_id,0.49938423645320196
42367,0.6946520719311963
42368,0.5882352941176471
42385,0.6990804627348819
42386,0.4594594594594595
42403,0.779642058165548
42421,0.7016180540770705
42422,0.4444444444444444
42439,0.7108684961148816
42440,0.5
42457,1.0
42475,0.7893030794165317
42493,1.0
42635,0.68
56099,0.5075934729538738
56100,0.23188121234886186
57147,0.8051714709788298
57148,0.5708268426179977
57149,0.5983287326222385
57151,0.7857142857142857
57154,1.0
57158,0.5161290322580645
57160,0.6170212765957447
57162,0.52
57166,0.7777777777777778
57169,0.6774193548387096
57171,0.7647058823529411
57173,0.8333333333333334
57176,0.7241379310344828
57178,0.5652173913043478
57180,1.0
57182,0.75
57188,0.7894736842105263
57194,0.6756756756756757
57196,0.6
57199,0.5714285714285714
57201,0.574415234941006
57205,1.0
57207,0.5977011494252874
57214,1.0
57219,0.14576632655436333
57220,0.10766677782570078
57221,0.10953157354681259
57222,0.14095939140722918
57223,0.23298508030610854
57224,0.30212152787802593
57225,0.1527755067936032
57226,0.16230994745573124
57227,0.20006351408739265
57228,0.2734416613923059
57230,0.6623134108808145
57231,0.6334809672013407
57232,0.7349219088601955
57233,0.7787824492687196
57234,0.6055434594432025
57237,0.9204754186925986
57239,1.0
57241,0.4861675330939493
57242,0.4076500144687344
57243,0.5242825607064018
57245,0.6302449553586029
57246,0.6085937126178286
57247,0.6484708696395012
57248,0.5120805369127518
57249,0.5126644783250721
57250,1.0
57251,0.501197694894851
57252,0.5722108704536167
57254,0.5782942434831427
57255,0.4513377847349939
57256,1.0
57257,0.7730661580759418
57258,0.5147333950866939
57259,0.707946087306377
57260,0.6117939940874436
57261,0.8065049939914501
57262,1.0
57263,0.634636272393549
57264,0.8658420227628978
57265,1.0
57266,0.5523255813953488
57267,0.6404656591718885
57268,1.0
57270,0.5172928343402622
57271,0.5255049161040926
57272,0.563742324903736
57274,0.3753931926612459
57275,0.34166742509935466
57276,0.45742555485774555
57277,0.3687091757387247
57279,0.39725011173677277
57280,0.22800313094936478
57283,0.3072874111737918
57288,0.4794859683697901
57289,0.4651843572169093
57291,0.40454313515035273
57292,0.3794380981784501
57294,0.4258271077908218
57295,0.37830430774597
57297,0.3095759010818419
57298,0.7717220243518595
57299,0.3906610084798222
57300,0.5188615857170282
57303,0.3298360323373628
57304,0.3231168794843181
57306,0.6950473225765911
57307,0.3745330488319343
57308,0.4954460162921727
57310,1.0
57311,0.4503081329745682
57312,0.37720919914220213
57315,0.3361572239966735
57316,0.3303301926942493
57317,0.4180341307101871
57320,0.5113481924435987
57321,1.0
57324,0.41778136531365306
57325,0.441319652141904
57326,0.4532956863200528
57327,0.5442276274265072
57334,1.0
57337,0.5560878243512974
57339,0.5192718491687563
57341,0.5193529751588677
57343,0.5181102362204725
57345,0.5172413793103449
57347,0.4923179692718771
57349,0.49949545913218973
57351,0.559820334830543
57353,0.5542382928275045
57355,0.5607476635514018
57359,0.5776241357636707
57361,0.5714285714285714
57363,0.6124567474048442
57365,0.5849056603773585
57371,1.0
57373,0.75
57376,0.75
57378,0.7142857142857143
57380,0.7142857142857143
57382,1.0
57384,0.6666666666666666
57386,0.75
57390,0.7647058823529411
57394,0.8571428571428571
57396,1.0
57400,0.4827586206896552
57402,0.5
57404,0.5
57407,0.6033057851239669
57409,0.673469387755102
57411,0.676595744680851
57415,0.6622137404580153
57418,0.6666666666666666
57422,0.3968253968253968
57426,0.5555555555555556
57428,0.6623376623376623
57432,0.5
57434,0.6285714285714286
57440,0.46551724137931033
57444,0.5
57446,0.6
57452,0.6052631578947368
57454,0.5984555984555985
57460,0.5851851851851851
57462,0.7176470588235294
57466,1.0
57468,0.6
57470,0.5483870967741935
57476,0.6153846153846154
57478,0.6049382716049383
57480,0.6470588235294118
57486,0.6923076923076923
57487,1.0
57493,0.625
57495,0.6363636363636364
57497,0.6470588235294118
57499,0.7037037037037037
57521,0.35002661419100933
57523,0.34145153772843323
57576,0.27784018381414344
57578,0.26501864463742986
57579,0.2320391537676056
57582,0.3134690065586176
57604,0.2892789450336734
60717,1.0
60719,0.6551724137931034
60784,1.0
60786,0.6666666666666666
60805,0.6619718309859155
60811,0.5019762845849802
60836,1.0
60850,0.6923076923076923
60860,0.7142857142857143
60864,1.0
60877,1.0
61580,0.631578947368421
61581,0.6296296296296297
61582,0.49635036496350365
62465,0.8
62466,0.6296296296296297
62467,1.0
62468,0.75
63287,0.5959595959595959
63288,1.0
63291,0.6923076923076923
63292,0.24306910045510866
63294,0.5351530190239868
63295,0.3261687193307992
63297,0.6245954692556634
63299,0.6050269299820467
63300,0.26109606051526824
63307,0.5863503953391593
63308,0.24928920103778376
63309,0.3222191193123406
63310,0.5967741935483871
63312,0.5708502024291497
63313,0.3002812257564003
63314,0.45544554455445546
63316,0.6085106382978723
63317,0.2771193998190453
63318,0.5894039735099338
63320,0.28130603952983396
63321,0.5416666666666666
63322,0.5909090909090909
63323,0.6129032258064516
63324,0.6666666666666666
63329,0.27401372481433905
63330,0.43478260869565216
63331,0.5183946488294314
63332,0.2624037771394058
70581,0.6923114237205918
70582,0.43477602332538146
70583,0.6085358834727941
70584,1.0
70586,0.6050591241824403
70587,0.5184085885696242
70588,0.6129082791572021
70589,0.4554348113481927
70590,0.5909203059462126
70592,0.5351590982004841
70593,0.5863765022504757
70594,0.5416600940152065
70595,0.6666666666666667
70596,0.5960121369744256
70597,0.5708154506437768
70598,0.6246181093646227
70599,0.5991778006166495
70600,0.5893600616808019
70601,0.8645629359277978
70602,0.47290986645098537
70603,0.27657617808317825
70604,1.0
70606,0.29568761737261057
70607,0.24006700327922348
70608,0.3786936870788259
70609,0.24872213767493634
70610,0.26813474787607255
70611,0.44770849266574186
70612,0.6224222726648636
70613,0.20369191863002556
70614,0.33475350651971614
70615,0.44224016971796476
70616,0.3351968452061628
70617,0.2555880148111129
70618,0.3778748668586532
70619,0.34689574717159977
70620,0.2909929563407192
70628,0.4527469103749091
70630,0.3950557838669101
70631,0.6666666666666666
110128,0.5483829691948435
110729,0.5776261477550333
110732,0.5714480316033237
110735,0.6124591371610112
110738,0.7857542894964614
110741,0.5849088218045743
110753,1.0
110756,0.7499999999999999
110762,1.0
110765,0.5161130167900343
110768,0.6250186892599054
110771,0.5199921018856749
110777,0.7777777777777777
110780,0.7500850436557432
110783,0.7500998003992017
110786,0.6774224759324657
110789,0.7746627006951406
110792,0.8333080999242998
110795,0.7142346634901727
110798,0.7143361893825633
110801,1.0
110804,0.6666780296574059
110807,0.7499911268855368
110813,0.7241871530531325
110816,0.5652040424715364
110819,1.0
110822,0.750017871184502
110825,0.7647730982696703
110831,0.8572169403630077
110840,0.7894736842105263
110846,1.0
110849,0.6841867809609745
110852,0.5999888947499931
110855,1.0
110858,0.48277022762654104
110861,0.49998948851094244
110864,0.49999999999999994
110867,0.5714335000862515
110870,0.6000269240153803
110873,0.6734347664740498
110876,0.6766213505683085
110879,0.6622022827736359
110882,0.5744039270687237
110885,1.0
110888,0.6000118357202037
110900,0.6667012555774618
110903,0.6666666666666666
110906,0.4062347116494785
110909,0.5555814858031896
110912,0.6623585501751967
110915,0.5000095527406813
110918,0.6285652393674632
110924,0.4655097801627142
110930,0.49999999999999994
110933,0.5999257402766175
110936,0.6052557560171977
110939,0.5984886649874055
110945,0.5852020058662126
110948,0.7177177177177176
110953,1.0
110962,0.6000142826537171
110972,0.6153987167736023
110975,0.6049238958662563
110978,0.6470384781668829
110981,0.7142556659830678
110984,1.0
110992,0.625
110995,0.6363158586256734
110998,0.6470346387090142
111001,0.7037366908222338
111022,1.0
138850,0.5390781563126252
138851,0.5784313725490197
138860,0.5353535353535354
138864,0.31965423739326065
138865,0.664714620350797
138867,0.6
138869,0.7016949152542373
138874,1.0
138879,0.41816772930572743
138882,0.12397739888913027
138883,0.4896551724137931
138884,0.36236012207527973
138885,0.4609547123623011
138887,1.0
138888,0.6410256410256411
138891,0.75
138892,0.5714285714285714
138894,0.5072463768115942
138895,0.5833333333333334
138896,1.0
138897,0.7142857142857143
138903,0.6595117905303951
138910,1.0
138911,1.0
138912,0.6
138917,1.0
138918,1.0
138919,1.0
138925,1.0
138927,1.0
138931,0.7062955623383677
138932,1.0
138934,0.8709958732956415
138939,0.4075761141271704
138941,1.0
138942,1.0
138944,0.6666666666666666
138945,1.0
138947,1.0
138949,0.6866000936819026
138950,0.6666666666666666
138952,1.0
138953,1.0
138954,0.627906976744186
138955,1.0
138956,1.0
138957,0.7777777777777778
138958,1.0
138960,0.6666666666666666
138966,1.0
138968,0.631578947368421
138975,1.0
138982,0.7486910994764397
138984,0.7142857142857143
138985,0.6666666666666666
138986,0.8571428571428571
138987,0.5625
138989,0.569645966337783
138990,0.47506583346403725
138991,0.4984850966262692
138992,0.5666466040094449
139011,0.6164383561643836
139018,0.4906224708821563
139020,0.11781823723813145
139022,0.5003814713896457
139026,0.5099398278619849
139027,1.0
139029,1.0
139030,0.1451062676580747
139032,1.0
139244,0.6637927016824346
139263,0.6488017591591816
139521,0.7905195167485676
139527,0.44395769809718627
139596,0.7349896480331263
139598,0.5067750677506775
139600,0.6610169491525424
139601,0.5317223650385604
139602,0.7226277372262774
139603,0.45559169377032777
139604,0.6
139607,0.582089552238806
139608,0.6470588235294118
139609,1.0
139610,0.5056603773584906
139611,0.8
139612,0.7142857142857143
139613,0.5384615384615384
139616,0.7350059332090184
139617,0.6929697975270085
139619,1.0
139620,0.5067684831655674
139621,0.27659999325887114
139624,0.2684430873737576
139625,0.666642958748222
139626,0.5058243940444858
139627,0.5317249839359777
139628,0.10644480056158565
139629,0.7226167094727299
139631,0.6585707679866044
139632,0.45642588926458655
139633,0.8
139634,0.20259343372181593
139635,0.5999676480103526
139636,0.5303286494470681
139637,1.0
139640,1.0
139641,1.0
139642,0.5820713414196512
139643,0.3339741416928672
139644,0.6470453153704837
139645,0.6856181653450951
139646,0.4007181016635057
139647,1.0
139648,1.0
139649,0.5056665325057724
139651,0.16157632887186849
139652,0.7143035058222804
